,aucs,params,Standard deviation,time
0,1.1966333679124421,"(4, 0.0, 0)",1.3579196737857389,17.70783856607477
1,1.2997159502864664,"(4, 0.0, 1)",1.7933806644178376,18.056120540460142
2,0.8147527345644883,"(4, 0.5, 0)",0.9693430356858113,17.745532742289697
3,1.2832611675355947,"(4, 0.5, 1)",1.4484457494012775,18.0403869765571
4,0.8794507166918587,"(5, 0.0, 0)",1.2114241392781637,11.430448003866786
5,1.1575462196387494,"(5, 0.0, 1)",1.4951947366748162,11.605163226052355
6,0.6447252890642953,"(5, 0.5, 0)",0.8576522759533268,11.444925821577499
7,1.3021237364002305,"(5, 0.5, 1)",1.2932672299173236,11.659720439329703
8,0.9668723684510374,"(6, 0.0, 0)",1.112331198758824,7.759537036131178
9,1.203181642254973,"(6, 0.0, 1)",1.3746421941531712,7.917929234023177
10,0.550377372355243,"(6, 0.5, 0)",0.9854592638226114,7.7862183601544075
11,1.1174676468169769,"(6, 0.5, 1)",1.2072427920459574,7.903954273517911
12,0.7915317681879778,"(7, 0.0, 0)",1.0051973044600475,5.91911094845841
13,1.1225143134983537,"(7, 0.0, 1)",1.1195503158529825,5.836139229985747
14,0.6182296486461865,"(7, 0.5, 0)",0.9132458206410736,5.763043347688381
15,1.24867999990002,"(7, 0.5, 1)",1.0817321424626374,5.836043407751731
16,0.788087700239194,"(8, 0.0, 0)",0.990153843416499,4.822883355286194
17,1.229718828785653,"(8, 0.0, 1)",0.9760658471533903,4.938598341409715
18,0.7723123495874842,"(8, 0.5, 0)",0.8617087828906117,4.827274136796859
19,1.248906912834816,"(8, 0.5, 1)",0.9267484975049772,4.9387304811084505
20,1.036130871024786,"(9, 0.0, 0)",0.9627339802510506,3.9959788185367415
21,1.0744326767578625,"(9, 0.0, 1)",0.880532251301189,4.062677798434606
22,0.5880660134203295,"(9, 0.5, 0)",0.8099643865174656,3.968425316625826
23,1.1543955573069504,"(9, 0.5, 1)",0.8228976315419851,4.053920540180343
24,0.6480855603623233,"(10, 0.0, 0)",0.9696008306400685,3.239196322437465
25,0.9361056318080503,"(10, 0.0, 1)",1.0466733371972872,3.2945581072449386
26,0.6370112029555577,"(10, 0.5, 0)",1.1677813453148718,3.227082492328236
27,1.1822261550068078,"(10, 0.5, 1)",0.9110874834665365,3.3103453092498967
